City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
237,Bada,51.392,109.8717,44.01,37,100,5.26,RU,2021-04-23 07:47:01
238,Panguna,-6.3164,155.4848,68.83,99,100,2.55,PG,2021-04-23 07:47:01
239,Kutum,14.2,24.6667,88.2,13,26,17.34,SD,2021-04-23 07:47:02
240,Ixtapa,20.7,-105.2,68.68,67,100,2.39,MX,2021-04-23 07:47:02
241,Menomonie,44.8755,-91.9193,44.01,42,1,5.75,US,2021-04-23 07:46:00
242,Gao,16.6362,1.637,94.15,5,2,16.87,ML,2021-04-23 07:44:26
243,Kidal,18.4411,1.4078,90.88,6,0,15.55,ML,2021-04-23 07:47:03
244,Nantucket,41.2835,-70.0995,39.2,48,1,17.27,US,2021-04-23 07:47:03
245,Mayumba,-3.432,10.6554,77.25,84,100,4.81,GA,2021-04-23 07:47:04
246,Merano,46.6682,11.1595,55.99,54,0,3.44,IT,2021-04-23 07:46:21
247,Clyde River,70.4692,-68.5914,8.6,85,20,3.44,CA,2021-04-23 07:47:04
248,Poum,-20.2333,164.0167,78.53,83,72,15.32,NC,2021-04-23 07:47:05
249,Spas-Demensk,54.4122,34.0226,39.43,95,100,7.09,RU,2021-04-23 07:47:05
250,Lompoc,34.6391,-120.4579,51.8,76,91,3.44,US,2021-04-23 07:47:05
251,Mehamn,71.0357,27.8492,35.6,80,75,4.61,NO,2021-04-23 07:46:12
252,Malanje,-9.5402,16.341,64.99,89,100,3.31,AO,2021-04-23 07:47:06
253,Buckeye,33.3703,-112.5838,68.0,37,21,13.8,US,2021-04-23 07:47:07
254,Ust-Kulom,61.6864,53.6902,47.21,65,100,7.34,RU,2021-04-23 07:47:07
255,Lazaro Cardenas,17.9583,-102.2,73.2,64,83,3.76,MX,2021-04-23 07:47:07
256,Boyolangu,-8.1181,111.8935,82.62,67,20,7.58,ID,2021-04-23 07:47:08
257,Praya,14.9215,-23.5087,68.0,77,20,10.36,CV,2021-04-23 07:47:08
258,Varzelandia,-15.7014,-44.0275,64.47,71,0,2.04,BR,2021-04-23 07:47:09
259,Twinsburg,41.3126,-81.4401,32.0,74,1,4.61,US,2021-04-23 07:47:09
260,Komsomolskiy,40.4272,71.7189,69.8,23,0,4.61,UZ,2021-04-23 07:47:10
261,Moshenskoye,58.5102,34.5911,42.21,85,100,5.68,RU,2021-04-23 07:47:10
262,Chernyshevskiy,63.0128,112.4714,33.39,84,88,12.26,RU,2021-04-23 07:47:11
263,Hirara,24.8,125.2833,75.2,78,75,17.27,JP,2021-04-23 07:47:11
264,Portland,45.5234,-122.6762,48.99,70,52,2.46,US,2021-04-23 07:44:49
265,Maragogi,-9.0122,-35.2225,75.67,88,17,2.39,BR,2021-04-23 07:47:12
266,Samarinda,-0.5,117.15,85.21,73,88,4.12,ID,2021-04-23 07:47:12
267,Winnemucca,40.973,-117.7357,50.0,17,40,5.75,US,2021-04-23 07:47:13
268,Dauriya,49.9333,116.8667,51.1,21,100,12.33,RU,2021-04-23 07:47:13
269,Morro Bay,35.3658,-120.8499,53.01,85,69,1.99,US,2021-04-23 07:47:14
270,Olinda,-8.0089,-34.8553,75.2,88,40,3.44,BR,2021-04-23 07:47:14
271,Rio Grande,-32.035,-52.0986,60.01,95,100,13.89,BR,2021-04-23 07:42:42
272,Pallasovka,50.05,46.8833,58.62,51,100,9.64,RU,2021-04-23 07:47:15
273,Jalu,29.0331,21.5482,78.67,18,58,17.43,LY,2021-04-23 07:47:15
274,Kurchum,48.5722,83.6542,39.24,39,100,6.33,KZ,2021-04-23 07:47:16
275,Odweyne,9.4092,45.064,73.45,62,100,11.34,SO,2021-04-23 07:47:16
276,Bloemfontein,-29.1211,26.214,57.2,72,75,3.44,ZA,2021-04-23 07:47:17
277,Provideniya,64.3833,-173.3,34.02,62,100,3.83,RU,2021-04-23 07:45:47
278,Sistranda,63.7256,8.834,35.6,93,75,12.66,NO,2021-04-23 07:47:17
279,Russell,32.3502,-85.1999,48.2,87,1,2.98,US,2021-04-23 07:45:09
280,Pacific Grove,36.6177,-121.9166,50.0,87,84,5.41,US,2021-04-23 07:44:05
281,Lewistown,40.5992,-77.5714,30.2,74,40,4.61,US,2021-04-23 07:47:18
282,Baykit,61.67,96.37,39.31,80,94,7.54,RU,2021-04-23 07:47:19
283,Yuci,37.6803,112.7319,73.4,31,0,20.13,CN,2021-04-23 07:47:19
284,Wilmington,34.2257,-77.9447,41.0,87,1,4.56,US,2021-04-23 07:47:06
285,Mount Pleasant,32.7941,-79.8626,50.0,100,1,4.09,US,2021-04-23 07:47:20
286,Vredendal,-31.6683,18.5012,71.8,46,0,1.97,ZA,2021-04-23 07:47:20
