City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
220,Moose Factory,51.2585,-80.6094,24.8,68,90,13.8,CA,2021-04-25 16:57:23
221,Vao,-22.6667,167.4833,73.09,76,99,5.14,NC,2021-04-25 16:57:23
222,Leningradskiy,69.3833,178.4167,13.55,89,16,4.36,RU,2021-04-25 16:57:24
223,Aklavik,68.2191,-135.0107,19.4,86,20,8.05,CA,2021-04-25 16:57:24
224,Yangjiang,21.85,111.9667,75.6,89,100,5.64,CN,2021-04-25 16:57:24
225,Ayagoz,47.9714,80.4392,39.49,46,82,6.13,KZ,2021-04-25 16:57:25
226,Ostrovnoy,68.0531,39.5131,34.72,98,100,18.5,RU,2021-04-25 16:57:25
227,Saldanha,-33.0117,17.9442,64.4,77,100,5.75,ZA,2021-04-25 16:57:26
228,Aksu,41.1231,80.2644,61.63,25,15,8.61,CN,2021-04-25 16:57:26
229,Ipora,-16.4419,-51.1178,87.85,28,68,7.2,BR,2021-04-25 16:57:26
230,Collie,-33.3667,116.15,55.0,90,2,2.28,AU,2021-04-25 16:57:27
231,Sinnamary,5.3833,-52.95,83.34,72,35,10.18,GF,2021-04-25 16:57:27
232,Udachnyy,66.4167,112.4,10.51,91,100,22.77,RU,2021-04-25 16:57:28
233,Bethel,41.3712,-73.414,51.8,76,90,6.91,US,2021-04-25 16:57:28
234,Coahuayana,18.7333,-103.6833,82.4,36,20,5.77,MX,2021-04-25 16:57:28
235,Nara,34.6851,135.8049,52.0,37,1,1.01,JP,2021-04-25 16:57:29
236,Camacha,33.0833,-16.3333,64.4,77,40,21.85,PT,2021-04-25 16:57:29
237,Teknaf,20.8624,92.3058,79.27,86,0,1.86,BD,2021-04-25 16:57:29
238,Fuxin,42.0156,121.6589,54.43,21,100,2.35,CN,2021-04-25 16:57:30
239,Atasu,48.6814,71.6433,49.21,49,16,9.55,KZ,2021-04-25 16:57:30
240,Te Anau,-45.4167,167.7167,41.25,95,81,6.53,NZ,2021-04-25 16:57:31
241,Kandi,11.1342,2.9386,100.56,22,94,4.07,BJ,2021-04-25 16:57:31
242,Abu Samrah,35.3029,37.1841,75.56,38,87,9.51,SY,2021-04-25 16:57:31
243,Acapulco,16.8634,-99.8901,86.0,51,90,4.61,MX,2021-04-25 16:54:30
244,Malyn,50.7723,29.2383,44.6,61,99,6.71,UA,2021-04-25 16:57:32
245,Tshela,-4.9833,12.9333,79.27,83,99,1.43,CD,2021-04-25 16:57:33
246,Issa,53.8705,44.8578,40.01,64,36,16.37,RU,2021-04-25 16:57:33
247,Soyo,-6.1349,12.3689,80.22,79,47,7.49,AO,2021-04-25 16:57:33
248,Pochutla,15.7432,-96.4661,90.0,66,75,8.05,MX,2021-04-25 16:57:34
249,Pratapgarh,24.0333,74.7833,87.49,9,73,6.46,IN,2021-04-25 16:57:34
250,Caravelas,-17.7125,-39.2481,84.87,58,13,9.64,BR,2021-04-25 16:57:34
251,Shimanovsk,52.0,127.7,41.76,41,93,5.99,RU,2021-04-25 16:57:35
252,Maniitsoq,65.4167,-52.9,39.36,78,65,6.38,GL,2021-04-25 16:57:35
253,Isangel,-19.55,169.2667,76.95,81,100,10.31,VU,2021-04-25 16:57:35
254,Comodoro Rivadavia,-45.8667,-67.5,64.4,52,0,11.5,AR,2021-04-25 16:55:30
255,Larap,14.299,122.6504,76.03,86,78,8.03,PH,2021-04-25 16:57:36
256,Sibolga,1.7427,98.7792,77.09,84,68,3.15,ID,2021-04-25 16:57:36
257,Kimbe,-5.5502,150.1429,75.45,92,92,2.84,PG,2021-04-25 16:57:37
258,Humaita,-7.5061,-63.0208,92.8,50,33,3.67,BR,2021-04-25 16:57:37
259,Liuzhou,24.3126,109.3892,64.98,81,100,8.34,CN,2021-04-25 16:57:38
260,Toropets,56.4978,31.6353,35.78,78,64,7.85,RU,2021-04-25 16:57:38
261,Amapa,1.0,-52.0,79.0,95,99,4.81,BR,2021-04-25 16:57:38
262,Saint-Augustin,51.226,-58.6502,45.7,46,64,12.62,CA,2021-04-25 16:57:39
263,Cayenne,4.9333,-52.3333,86.0,74,75,12.66,GF,2021-04-25 16:57:39
264,Nosy Varika,-20.5833,48.5333,72.72,90,99,2.06,MG,2021-04-25 16:57:39
265,Novi Sanzhary,49.3439,34.3108,46.63,57,68,4.27,UA,2021-04-25 16:57:40
266,Suntar,62.1444,117.6319,34.3,98,100,6.85,RU,2021-04-25 16:57:40
267,Mahibadhoo,3.7833,72.9667,83.46,75,9,7.25,MV,2021-04-25 16:57:40
268,Luderitz,-26.6481,15.1594,62.98,88,82,4.16,NA,2021-04-25 16:57:41
269,Tiksi,71.6872,128.8694,21.4,96,99,4.25,RU,2021-04-25 16:57:41
270,Mecca,21.4267,39.8261,89.22,32,12,5.37,SA,2021-04-25 16:57:42
271,Bogo,11.0517,124.0055,79.5,80,67,8.81,PH,2021-04-25 16:57:42
272,Ilebo,-4.3167,20.5833,73.99,92,97,1.19,CD,2021-04-25 16:57:43
273,Milas,37.3164,27.7839,68.0,60,75,8.05,TR,2021-04-25 16:55:16
274,Wagar,16.1525,36.2032,99.12,14,12,11.07,SD,2021-04-25 16:57:43
275,Ust-Barguzin,53.45,108.9833,33.35,98,100,4.09,RU,2021-04-25 16:57:44
276,Bukachacha,52.9833,116.9167,43.18,26,100,2.84,RU,2021-04-25 16:57:44
277,Biak,-0.9131,122.8766,75.56,81,90,4.56,ID,2021-04-25 16:57:44
278,Salo,45.6086,10.531,73.4,33,55,5.75,IT,2021-04-25 16:57:45
279,Mandali,33.7499,45.5541,91.53,12,23,9.55,IQ,2021-04-25 16:57:45
280,Ancud,-41.8697,-73.8203,57.99,100,90,2.3,CL,2021-04-25 16:57:45
281,Oistins,13.0667,-59.5333,84.2,51,40,24.16,BB,2021-04-25 16:57:46
282,Trogir,43.5125,16.2517,66.2,48,0,3.44,HR,2021-04-25 16:57:46
283,The Valley,18.217,-63.0578,86.0,61,40,17.27,AI,2021-04-25 16:57:47
284,Port-Cartier,50.0334,-66.8654,46.99,46,20,12.66,CA,2021-04-25 16:57:47
285,Port Moresby,-9.4431,147.1797,75.69,90,100,6.38,PG,2021-04-25 16:57:47
286,Svetlaya,46.5389,138.3297,31.6,59,28,5.82,RU,2021-04-25 16:57:48
287,Barreiras,-12.1528,-44.99,89.51,44,83,3.06,BR,2021-04-25 16:57:48
288,Norman Wells,65.282,-126.8329,32.0,55,75,23.02,CA,2021-04-25 16:57:48
289,Nemuro,43.3236,145.575,32.59,68,42,19.24,JP,2021-04-25 16:57:49
290,Kruisfontein,-34.0033,24.7314,72.09,43,100,3.65,ZA,2021-04-25 16:57:49
